Company_name,URL,company_head,founded_year,location,model,contact
Tutoria GmbH,http://www.tutoria.de,Christian Nowak,2007,München,Digital-Education-Unternehmen mit Fokus auf individuellem Lernen; Kernangebot,
TVSmiles GmbH,http://www.tvsmiles.de,Frederic Westerberg,2013,Berlin,Bonusprogramm für TV-Werbung,info@tvsmiles.de
twago,http://www.twago.com,"Gunnar Berning, Maria Lindinger, Thomas Jajeh",2009,Berlin,"Online-Vermittlungsplattform für Freiberufler im Bereich IT, Design und Unternehmensservice",info@twago.com
twidox GmbH,,"Jan Christof Deppe, Nicholas MacGowan von Holstein",2008,Wiesbaden,Dokumententauschdienst,info@twidox.com
TwoAndMore Internet Medien GmbH,http://www.twotickets.de/,Holger Lueck,2003,Berlin,Verlsungsplattform f?r Eintrittkarten,office@twoandmore.de
uberall GmbH,https://uberall.com/,"David Federhen, Florian Hübner",2012,Berlin,Online Presence Management,hello@uberall.com
Unimall GmbH,http://www.unimall.de/,Olaf Schmitz,2005,Berlin,"Online-Shop für Studenten, Schüler, Lehrer",info@unimall.de
UNIQUE NATURE GmbH,http://www.unique-nature.com,Anna Perino,2008,Stuttgart,Onlineshop für Lifestyle-Produkte mit ökologischem und fairem Hintergrund.,anna.perino@unique-nature.com
unique relations GmbH,http://www.rankaholics.de/,Ralf Lengen,2006,Berlin,Ranking-Community,
UniRank,http://www.uni-rank.de,Malte D?meland,2008,Kusterdingen,Online-Hochschulranking,malte.duemeland@uni-rank.com
Unister GmbH,http://www.auvito.de,Thomas Wagner,2006,Leipzig,Auktionshaus,kontakt@auvito.de
Unister GmbH,http://www.jux.de,Thomas Wagner,2006,Leipzig,Freizeit- und Spa?-Community,info@jux.de
Unister GmbH,http://www.schuelerprofile.de,Thomas Wagner,2006,Leipzig,Sch?ler-Community,
United Maps GmbH,http://www.unitedmaps.net/,"Andreas Wiedmann, Stefan Knecht, Carsten Recknagel",2008,M?nchen,Produzent von digitalen Kartenprodukten,info@unitedmaps.net
United Vehicles/ FairGarage,http://www.fairgarage.de,"Christian Hille, Christian Dietrich",2011,M?nchen,Werkstätten-Vermittler,info@unitedvehicles.de
Unitedcommerce GmbH,http://www.unitedcommerce.de/,Christian Mager,2010,Hamburg,Mulitshop-Anbieter,
UnsereLiebsten GbR,http://www.unsereliebsten.de,"Thorsten Reinhold, Norman V?lzke, Lars Segelke",2008,Bremen,Online-Gedenkstätte für Verstorbene,info@unsereliebsten.de
untitled projects GmbH,http://www.interiorpark.com,"Andrea Herold, Tina Kammer",2010,Stuttgart,Online Plattform für nachhaltiges Design und Architektur,service@interiorpark.com
urban cocooning net services GmbH & Co KG,http://www.solebich.de/,"Daniel Eichhorn, Nicole Maalouf",2007,Andechs,Wohn-Community,eichhorn@urbancocooning.com
Urban-Brand GmbH,http://www.windeln.de/,Alexander Brand,2010,M?nchen,Online-Shop für Baby- und Kleinkinderartikel,
Urbanara GmbH,http://www.urbanara.de/,"Martin von Wenckstern, Benjamin Esser",2011,Berlin,Online-Shop für hochwertigste Heimtextilien,kontakt@urbanara.de
Utopia AG,http://www.utopia.de,Claudia Langer,2007,M?nchen,Konsumenten-Plattform f?r strategischen Konsum,info@utopia.de
valendo GmbH,,"Christian Wiens, Tobias B?cker",2010,Heidelberg,Exklusives Tisch-Reservierungsportal,info@valendo.net
Valoony.de,http://www.valoony.de,Michael M?hl,2006,K?ln,Preisvergleich,muehl@emric.de
Value Maps GmbH,http://www.whatsyourplace.de/,"Tobias Lampe, Christian Weese",2007,M?nchen,Community f?r virtuellen Landbesitz,info@value-maps (punk) com
venyoo GmbH,http://venyoo.de,"Daniel Basedow, Christian Gierke, Alexander Steffen",2007,Hamburg,Veranstaltungskalender zum Mitmachen,info@venyoo.de
VerkehrsmittelVergleich.de GmbH,http://www.verkehrsmittelvergleich.de/,"Johannes Grassmann, Veit Blumschein",2009,Aachen,Reisevergleich verschiedener Verkehrsmittel,infos@verkehrsmittelvergleich.de
verkostet.de,http://www.verkostet.de/,"Alexander Schardt, Puja Risma Setyaningsih",2007,Limburg an der Lahn,Wein-Bewertungsplattform,kontakt@verkostet.de
versandtarif.de GmbH,http://www.versandtarif.de,Michael Kring,2008,M?nchen,Verbraucherratgeber und -Dienstleister rund um Versandkosten,info@versandtarif.de
vertical network GmbH,http://www.verticalnetwork.de,"Todd Covell, Armin Nusser",2008,M?nchen,Unternehmen für vertikale Netzwerke,info@verticalnetwork.de
vesseltracker.com GmbH,http://www.vesseltracker.com,Ralf Paahsen,2006,Hamburg,Schiffspostionen auf Abobasis und Community f?r Schiffsbilder,bullemer@ynnor.de
Vexcash AG,https://www.vexcash.com/,Manuel Prenzel,2010,Berlin,Mikrokredite,team@vexcash.com
Viator Online GmbH,http://www.flymedic.de/,Florian J?ger,2008,Wiesbaden,Internetportal für Medizintouristen,info@flymedic.de
Videotomie Media GbR,http://www.videotomie.de,"Malte Klocke, Florian Gro?mann, Daniel We?eling",2007,Dortmund,Video-Lernplattform,florian.grossmann@videotomie.de
vidiventi GmbH,https://spottster.com/,"Freya Oehle, Tobias Kempkensteffen",,Hamburg,,
Vimedi GmbH,http://www.revvler.de,"Mike Wagener, Marc Kornblum",2010,Essen,Online-Marktplatz,press@revvler.com
virtual,http://www.virtualnights.com/,"Kai Br?kelmeier, Marcus Lerche",2001,Essen,Party-Community,kb@virtual-nights.com
Visual Meta GmbH,http://www.ladenzeile.de,Robert M. Maier,2009,Berlin,Meta-Suchmaschine für Produkte,info@visual-meta.com
Vivalista GmbH,http://www.vivalista.de/,Andrea H?gner,2008,M?nchen,Lokaler Einkaufsguide,
viversum GmbH,http://www.viversum.de/,"Stefan Morschheuser, Deniz Aytekin",2003,N?rnberg,Telefonische Lebensberatung,info@viversum.de
wallstreet,http://www.wallstreet-online.de/,"Andre Kolbinger, Olaf Kr?ger",1998,Berlin,Online-Finanz-Community,info@wallstreet-online.de
Wazap AG,,"Andreas R?hrig, Philip Gienandt, Timo Meyer, Alexander Piutti",2006,Berlin,Spielesuchmaschine,info@wazap.de
Web Media Publishing AG,http://www.gameswelt.de,Vitus Hoffmann,2004 / 2008,M?nchen,Online-Plattform und Dienstleister im Bereich Computer- und Videospiele,vh@gameswelt.de
WEB.DE GmbH,http://www.shortview.de,"Matthias Ehrlich, Andreas Gauger, Matthias Greve, Norbert Lang",2007,Karlsruhe,Social Network,info@shortview.de
WebProspector GmbH,http://www.webprospector.de,Marco Escher ,2009,Landshut ,Online-Leadgenerierung für B2B-Unternehmen,
webschmiede UG (haftungsbeschr?nkt),http://www.die-bewerbungsschreiber.de/,"Stefan Gerth, Holger Manzke",2011,Bochum,Online-Bewerbungsservice,info@die-bewerbungsschreiber.de
wechseln.de GmbH,http://www.wechseln.de,Jan Schust,2007,Wentorf bei Hamburg,Tarifvergleichsplattform,info@wechseln.de
weclapp GmbH,http://www.weclapp.com/de/,Ertan Özdil und Michael Schmidt,2008,Marburg,Cloud-basierte ERP- und CRM Software,info@weclapp.com
Weejobs GbR Stephan Brinkmann & Heinrich Hanekom,http://www.weejobs.de,Stephan Brinkmann,2008,Bielefeld,"Stellenb?rse f?r die Bereich Nebenjobs, Teilzeitjobs und Studentenjobs",info@weejobs.de
WeFind AG,,"Helmut Hoffer von Ankershoffen, Uwe-Gernot Fasold",2008,Berlin,Suchmaschine und Community-Plattform,contact@company.wefind.com
welike GmbH,http://www.welike.com,"Bj?rn Mathes, Boris Rogosch",2008,Hamburg,Entertainmentdienst rund um Lieblingsprodukte,info@welike.com
wer-kennt-wen.de GmbH,http://www.wer-kennt-wen.de,Eva-Maria Bauch,2006,K?ln,Social Network,info@wer-kennt-wen.de
wer-weiss-was GmbH,http://www.wer-weiss-was.de/,Hanno Zulla,1996 / 2007,Hamburg,Experten-Community,
wergehthin Ltd.,http://www.wergehthin.de,"Christian Dommers, Peter Falk",2008,K?ln,Lokale Deals und Couponing für lokale Anbieter,team@wergehthin.de
WhatMore GmbH,http://www.guxa.de,"Michael Fuchs, Kester Grondey",2007,Herrsching am Ammersee,Programmguide für TV und Videos im Internet.,admin@whatmore.net
WhoFinance GmbH,http://www.whofinance.de,"Mustafa Behan, Klaus-J?rgen Baum",2007,Berlin,Finanzberater-Bewertungsplattform,kontakt@whofinance.de
widjet GmbH,http://www.widjet.de,"Alexander Hachmann, Christoph Kolb",2008,K?ln,Kommunikationsagentur mit Fokus auf Widget-Marketing,info@widjet.de
wikando c/o ixenio GmbH,http://www.wikando.de,"Mirjam Maier, Peter Kral",2008,Augsburg,Community für gesellschaftliches Engagement,hallo@wikando.de
Wimdu GmbH,http://www.wimdu.com/,,2011,"Peking, Berlin",Private Zimmervermittlung,
WineMeister,http://winemeister.de/,"Jan Eike Thole, Henning Thole, Jan Konetzki",2013,Berlin,Wein-Empfehlungen,
wishdom AG,http://www.wishdom.com/,"Christoph Klingler, Ulrich Sauerwein",2006,Cham (Schweiz),Wunsch-Plattform,kontakt@wishdom.com
Wizpac Ltd.,http://txtr.com/,Andreas Steinhauser,2008,Berlin,Plattform zum Speichern und Austauschen von Texten,contact@wizpac.com
wooga GmbH,http://www.wooga.com,"Jens Begemann, Philipp Moeser",2009,Berlin,Mobile Games,info@wooga.com
wunder media GmbH,http://www.zohub.com,"Todd Covell, Armin Nusser",2007,M?nchen,Website-Community,info@zohub.com
wunderloop media services GmbH,http://www.wunderloop.com/,"Ulrich Hegge, Sven Bagemihl, Frank Conrad, Christoph Bauer",1999,"Hamburg, Luxembourg",Behavioral-Targeting-Dienstleister,info@wunderloop.com
Wundersch?ne Dinge,http://www.wunderschoene-dinge.de,Jutta Felker,2007,Hannover,Shoppingportal,info@wunderschoene-dinge.de
wwg worldwidegames GmbH,http://www.playnik.com,"Torsten Oppermann, Malte Paul",2008,Hamburg,Browserspiele-Plattform,info@playnik.com
Xaegg GbR,http://www.xaegg.com/,Marco Hamburger,2008,Berlin,Webbasierter Surf-Guide,info@xaegg.com
xgewinnt GmbH,http://xgewinnt.de,"Gregor Czubak, Samuel Wulf",2008,Berlin (fr?her Herzogenrath),Online-Produktspiel,kontakt@xgewinnt.de
Xing AG (vorher Open Business Club AG),http://www.xing.com,"Lars Hinrichs, Eoghan Jennings",2003,Hamburg,Online-Netzwerk f?r Business-Kontakte,
Xing Events GmbH (ehemals amiando GmbH),http://www.xing-events.com,"Cai-Nicolas Ziegler, Thomas Vollmoeller",2006,München,Eventmanagement-Lösung,info@xing-events.com
xsBO GmbH & Co. KG,http://www.minibusiness.de,Burkhard K?ppers,2009,T?nisvorst,Online-Marktplatz rund um Existenzmöglichkeiten für Kleinstunternehmer,
xx-well.com GmbH,http://www.xx-well.com/,"Bernd Hellermann, Arne Wolter",2000,Berlin,Gesundheits-Coachings,info@dialog.xx-we
Yabadu Reiseforum GmbH,http://www.yabadu.de,Armin Brunner,1999,Efringen-Kirchen,Freizeit- und Outdoor-Community,armin.brunner@yabadu.de
Yachtico GmbH,http://www.yachtico.com/,Steffen Bruenn,2011,Berlin,Marktplatz für Yachtcharter und Boosvermietungen,help@yachtico.com
Yalwa GmbH,http://www.yalwa.de,Klaus Gapp,2006,Wiesbaden,Kostenloses Branchenbuch,klaus gapp
YAM vergleichbar.de – Portalgesellschaft mbH,http://www.vergleichbar.de,Stefan Heuer,2009,K?ln,Versicherungsvermittlung,
yasni GmbH,http://www.yasni.de,Steffen R?hl,2007,Frankfurt am Main,Personen-Mitmachsuchmaschine,info@yasni.de
yasssu GmbH,http://www.yasssu.com/,Roland L. Mueller,2007,Wien,Audio-Dienstleister,info@yasssu.com
yavalu GmbH,http://www.yavalu.de,Matthias Lamberti,2010,M?nchen,Geldanlagen-Managemen,
yd. yourdelivery GmbH,http://www.lieferando.de/,"Christoph Gerber, J?rg Gerbig, Kai Hansen",2009,Berlin,Lieferdienstvermittler,info@lieferando.de
Yeeva Limited,http://www.yeeva.de/,Mirko Riedel,2008,Berlin,Dating-Plattform,
YiGG GmbH,http://www.yigg.de,Michael Reuter,2006,M?nchen,News-Community,info@yigg.de
Yilmaz & Retzlaff GbR,http://www.rateful.de,Safak Yilmaz,2007,K?ln,Lifestyle-Plattform,info@rateful.de
yingiz GmbH & Co. KGaA,http://www.yingiz.com/,Stephan Grell,2007,K?ln,Verbrauchernetzwerk,info@yingiz.com
Yolk – Sebastian Munz & Julia Soergel GbR,http://mite.yo.lk/,"Sebastian Munz, Julia Soergel",2008,Berlin,Zeiterfassungstool,mite@yo.lk
YooChoose GmbH,http://www.yoochoose.de,"Uwe Alkemper, Michael Friedmann",2009,K?ln,Software für personalisierte Empfehlungen,info@yoochoose.net
Yoom GmbH,http://www.yoom.de,Malte Niebuhr,2009,Hamburg,Immobilien-Marktplatz,contact@yoom.de
yoone UG,http://www.yoone.de/,Arne Wieding,2011,Herford,Spiele-Start-up,
Yoose GmbH,http://www.yoose.com/,Christian Geissendoerfer,2008,Berlin,Mobiles Coupon- und Loyalty-Wallet,info@yoose.com
You Load GmbH,http://www.you-load.de/,Marc Breder,2007,Hamburg,Download-Shop,support@youload.de
Youlip AG,http://www.youlip.com,Atilla ?zkan,2007,Frankfurt am Main,Social-Commerce-Dienst,contact@youlip.com
youmusic24 GmbH,http://www.youmusic24.com,"Matthias Hieber,Martin Ruthert",2009,M?nchen,Online-Musikshop,
Younect GmbH,http://www.younect.de,Martin Gaedt,2007,Berlin,E-Recruiting-Plattform,
Young Finance GmbH,https://getsurance.de/,"Johannes Becher, Viktor Becher",2016,Berlin,Versicherungsportal,info@getsurance.de
Young Internet GmbH,http://www.panfu.de/,"Moritz Hohl, Kay K?hne",2007,Berlin,Spiel- und Lernplattform für Kinder,info@young-internet.de
YouProm TV GmbH,http://www.uprom.tv,Nick Riegger,2007,M?nchen,TV- und Websender,info@uprom.tv
YouProm TV Produktions- und Vertriebs GmbH,http://www.uprom.tv,"Nikolai A. Behr, Nick Riegger, Michael Elias",2006,M?nchen,Web-TV,info@uprom.tv
Your Internet GmbH,http://www.your.de/,Jan Schust,2009,Wentorf bei Hamburg,Vergleichsplattform,info@your.de
Yourbus GmbH,http://www.deinbus.de,"Alexander Kuhr, Ingo Mayr-Knoch",2010,Friedrichshafen,Organisation von Gruppenfahrten,info@deinbus.de
yourcha AG,https://www.yourcha.com,"Sven Reuter, Jan von Schwanewede",2007,Idstein,Karriere- und Recruiting-Plattform,info@yourcha.com
yourPainting GmbH,http://www.yourpainting.de,Andre Lutter,2010,Berlin,Kunstplattform für Öl- und Acrylgemälde,info@yourpainting.de
yourvideocard GmbH,http://www.yourvideocard.de/,"Marek B?rlein, Christoph Gras",2011,Berlin,Individuelle Videogrußkarten,
yumji Entertainment UG,http://www.yumji.de/,"Moritz Stelter, Benjamin Wegener, Martin Hampel",2011,K?ln,Casual-Games,
Zalando GmbH,http://www.zalando.de/,"Robert Gentz, David Schneider, Frank Biedka",2009,Berlin,Schuh- und Modeshop,team@zalando.de
Zanox AG,http://www.zanox.de/,"Jens Hewald, Thomas Hessler, Heiko Rauch",2000,Berlin,Multichannel-Commerce-Vermittler,info@zanox.com
Zaplive Media GmbH,http://www.zaplive.tv,"Christian Steiger, Thomas H?fner",2007,Freiburg,Live-Streaming-Plattform,info@zaplive.tv
zeec GmbH,http://zeec.de/,Dirk Figge,2006,K?ln,Foto- und Video-Community,kontakt(at) zeec.biz
zeec GmbH,http://deinfussball.de/,Dirk Figge,2007,K?ln,Fu?ball-Community,kontakt@deinfussball.de
Zencap Deutschland GmbH,http://www.zencap.de/,"Christian Grobe, Matthias Knecht",2014,Berlin,Kreditplattform für Mittelständler,info@zencap.de
zielegal.de UG (haftungsbeschr?nkt),http://www.zielegal.de,"Andreas Gallien, Andreas Huber, Artur Schmidt, Philipp Schmuker",2011,Berlin,Reisevermittlungsplattform,info@zielegal.de
Zimmerschau AG,http://www.zimmerschau.de/,"G?tz Anders, Markus Seim",2007,Langen,Wohn-Community,hausmeister@zimmerschau.de
Zinsbaustein GmbH,https://www.zinsbaustein.de/,"Frank Noé, Volker Wohlfarth",2016,Berlin,Crowdinvesting in Immobilien,info@zinsbaustein.de
Zitra GmbH,http://www.zitra.de,"Frank Engel, Philipp Kraft",2011,K?ln,B2B-Marktplatz,info@zitra.com
Zoolium GmbH,http://www.topicle.com,"Steffen Mueller, Christian Meister",2007,M?nchen,Suchmaschinen-Community,media@topicle.com
zooplus AG,http://www.zooplus.de,"Andrea Domogalla, Cornelius Patt, Guido Bienhaus, Florian Seubert",1999,Unterf?hring,Online-Shop f?r Tierbedarf,
zweiDabei GbR,http://zweidabei.de,"Anh Tu Sam, Houman Gieleky, Tobias Bergmann, Andre Borck, Matthias Erfurt",2009,Bonn,Speed-Dating-Plattform,info@zweidabei.de
ZZZ United GmbH,http://www.dogzunited.de,Dominik von Braun,2007,Bonn,Hunde-Community,info@dogzunited.de
[nu]media GmbH & Co. KG,http://www.gesichterparty.de,Kevin Dewi,2001,Saarbr?cken,Community für 16 bis 35-Jährige,info@nmkg.de
][ scopec – David & Scholz GbR,http://www.vorlagen.de/,"Andreas David, Andreas Scholz",2002,Berlin,"Online-Marktplatz f?r Vorlagen, Ratgeber und Studien von Fachautoren",info@vorlagen.de
